id_user,registration_date,channel,geo,device_os,is_payer,revenue_7d,revenue_90d
U00000393,2025-01-01,TikTok,UK,iOS,0,0.0,0.0
U00000394,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000395,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000396,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000397,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000398,2025-01-01,TikTok,UK,Android,0,0.0,0.0
U00000399,2025-01-01,Email,UA,iOS,0,0.0,0.0
U00000400,2025-01-01,Email,UA,iOS,0,0.0,0.0
U00000401,2025-01-01,Email,UA,iOS,0,0.0,0.0
U00000402,2025-01-01,Email,UA,Android,0,0.0,0.0
U00000403,2025-01-01,Email,UA,Android,0,0.0,0.0
U00000404,2025-01-01,Email,UA,iOS,0,0.0,0.0
U00000405,2025-01-01,Email,UA,Web,0,0.0,0.0
U00000406,2025-01-01,Email,PL,Android,0,0.0,0.0
U00000407,2025-01-01,Email,PL,Android,0,0.0,0.0
U00000408,2025-01-01,Email,PL,Web,0,0.0,0.0
U00000409,2025-01-01,Email,PL,iOS,1,25.14,104.57
U00000410,2025-01-01,Email,PL,Web,0,0.0,0.0
U00000411,2025-01-01,Email,PL,iOS,0,0.0,0.0
U00000412,2025-01-01,Email,DE,Android,0,0.0,0.0
U00000413,2025-01-01,Email,DE,Web,0,0.0,0.0
U00000414,2025-01-01,Email,DE,Android,0,0.0,0.0
U00000415,2025-01-01,Email,DE,iOS,1,17.94,57.15
U00000416,2025-01-01,Email,DE,iOS,1,11.6,52.27
U00000417,2025-01-01,Email,DE,iOS,0,0.0,0.0
U00000418,2025-01-01,Email,US,Android,1,27.42,88.78
U00000419,2025-01-01,Email,US,Android,1,5.67,21.07
U00000420,2025-01-01,Email,US,Web,1,7.35,32.9
U00000421,2025-01-01,Email,US,Android,1,14.35,47.14
U00000422,2025-01-01,Email,UK,Android,0,0.0,0.0
U00000423,2025-01-01,Email,UK,iOS,0,0.0,0.0
U00000424,2025-01-01,Email,UK,Web,1,21.06,90.76
U00000425,2025-01-01,Email,UK,iOS,0,0.0,0.0
U00000426,2025-01-01,Email,UK,Android,0,0.0,0.0
U00000427,2025-01-01,Email,UK,Web,0,0.0,0.0
U00000428,2025-01-02,Meta,UA,Android,0,0.0,0.0
U00000429,2025-01-02,Meta,UA,Android,0,0.0,0.0
U00000430,2025-01-02,Meta,UA,Android,0,0.0,0.0
U00000431,2025-01-02,Meta,UA,Android,0,0.0,0.0
U00000432,2025-01-02,Meta,UA,Android,0,0.0,0.0
